filename,output,inference_time_sec
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.24358477427592589276179237359116480279-c.png,"[2,13]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.26828426317323088605044010826705665054-c.png,"[3,14]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.27151148888978241276263803407050230853-c.png,"[2,13]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.27192237518104864028418041285920348118-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.27194287346438534055421117173809089961-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.28197958243780125669253913943592996865-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.29241896023767626770777585611899352651-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.30463613441314842264540677440749842390-c.png,"[8,12]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.30536653848812562742198319711449943176-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.31902345978556946684317428904281670633-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.31962063701340854341468423852671710828-c.png,"[6,7]",0.38
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.33287430037690920435727908280952084263-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.34566450355679449909110918241173782193-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.35729641756803239553493944413512093347-c.png,"[18,21]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.35824889106322299582492675249107976239-c.png,"[3,14]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.36259287515180493512861136848981756050-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.36297927420988222626817649882454806433-c.png,"[1,6]",0.37
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.37052729879028902944683278975015682624-c.png,"[13,15]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.37471707599367888819840415211016037383-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.38144387562488948635680953338968688431-c.png,"[3,13]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.39587001376118062741344350938268400748-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.41039811140059800225820168649584434930-c.png,"[1,6]",0.38
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.41500302154204493084852926291891827335-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.41565018110929482029389527850285055751-c.png,"[13,14]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.41857875502498619988421400529304848094-c.png,"[14,15]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.42163169877923282880465367437779610250-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.42460800835122640476135499215684425436-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.42474940752612960219149772204218910503-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.43209438254945357304644934851825001347-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.43678873342118569081551708730087158471-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.43918545314037956251474681018130988422-c.png,"[10,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.44113339894940716093391749228155275893-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.44365548740102116811955513588335809108-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.44735997048413703295756484532477940689-c.png,"[18,21]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.45545811527291099594261899260114531910-c.png,"[15,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.46323023409603551268779223673926937516-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.46422711165523680233963544478901961208-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.48940076884711132572897456605920282256-c.png,"[0,15]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.49266572780782622523590238957569142210-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.50751872299402984831901628622698550071-c.png,"[11,12]",0.47
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.54833579264412545872631978405396522756-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.54850748427187288141509372939107866990-c.png,"[14,15]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.55477026509310373147805798618431678713-c.png,"[9,21]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.55867936360653718058948589670415937074-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.55895400197635680953582004514665967314-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.55959765646524825993870785215424810944-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.56564716756879805515462263855196188845-c.png,"[16,20]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.56739352742518308548325641657078671837-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.57792439353439709695715592578627325770-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.58588909074099078780275276596383274903-c.png,"[1,6]",0.37
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.60335184572799178090704378014191364930-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.60838024383696061920968053876184888387-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.63236127864691541955678740624328117533-c.png,"[15,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.64078941564999975508796001606301814868-c.png,"[8,12]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.65003205398871621761503063326743213326-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.65445698963771372640304591518104530812-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.66582057384045055981567526409278813503-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.66883590224936634028808629191284476297-c.png,"[21,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.67179130031890276776208974012835618573-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.67348831696239827753980449955973800832-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.67425855378177166596248093205738304506-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.67791093428384211568637563840813610017-c.png,"[6,12]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.68600823044437176332768435692186918548-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.68959575487815386781957360531508175583-c.png,"[9,21]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.69818234785491876446394248836956694498-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.70526532962051556530371923844389577114-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.70638504682792788920821443898972920526-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.71446631430051241458602990266940324877-c.png,"[1,12]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.71538182163439232627067149201723208332-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.71559935491923175074164680562653991170-c.png,"[10,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.72312911034063986883465660577354642887-c.png,"[2,13]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.72387851843466159412184926262499793661-c.png,"[5,8]",0.37
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.73877367366458536940196833253281718520-c.png,"[12,16]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.74370234380328288896130564415958957775-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.74798020257706256877667419309031880118-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.74830143260178495808733337859705527858-c.png,"[10,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.75318830856718822271498180261390634537-c.png,"[15,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.75371875098288485781683142614443689050-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.75430486831412802144776980806805886986-c.png,"[15,19]",0.47
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.77889829257901997874907105096819521671-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.78505394466765816495956987605489957030-c.png,"[6,7]",0.38
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.78804044807863278765750137499383142788-c.png,"[9,21]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.78993408364555537423522773978925389676-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.80670142656894505469925927474999525481-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.80738448884763842465927498678625203041-c.png,"[9,21]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.81246424831986355214226040169983959759-c.png,"[15,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.81627818873288747519901395558758838503-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.83026715369209704646259976049368405708-c.png,"[0,15]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.83898837859028979514441043450695737481-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.84026621469194649210850646729563554057-c.png,"[21,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.84680338363180710981233364491608950891-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.84803101293682216152921705602613159427-c.png,"[15,19]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.87014354738281100845575842267380012223-c.png,"[2,3]",0.38
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.87788663200937006247876794615196789625-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.88048701142665382416603731564856868866-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.88655360626105586385083574453170072186-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.89376377506268583842387469442159590852-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.89464178623477682032826898567676520965-c.png,"[2,13]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.91042273384584167404374838704195087474-c.png,"[3,20]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.91518023389945627901335800062327436207-c.png,"[13,14]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.91643244253277078585187111472726026511-c.png,"[11,12]",0.48
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.93414988560157361543313648560973656452-c.png,"[3,19]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.95185429210875251933656833867606108493-c.png,"[2,13]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.95629124305226382341525698916190596780-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.96932596016454144902846675868294461867-c.png,"[3,16]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.97452786237308290477569555339009940148-c.png,"[3,20]",0.42
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.98728424991502738683495611458161933905-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.99189527285383550409905014316363564631-c.png,"[3,14]",0.43
unifesp/TRAIN/1.2.826.0.1.3680043.8.498.99969671777553755311455387279891445345-c.png,"[2,13]",0.43
