file_path,landmark,target
regenerated_new/4/H/case-100770_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-100770_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-100779_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-100779_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-100779_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-100779_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-100863_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-100863_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-100863_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-100863_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-100915_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-100915_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-100915_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-100915_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-100917_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-100917_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-100917_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-100917_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101045_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101045_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101045_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101045_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101074_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101074_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101074_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101074_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101133_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101133_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101133_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101133_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101195_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101195_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101195_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101195_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101206_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101206_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101206_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101206_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101362_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101362_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101362_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101362_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101367_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101367_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101367_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101367_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101409_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101409_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101409_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101409_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101413_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101413_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101413_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101413_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101447_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101447_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101447_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101447_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101510_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101510_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101510_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101510_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101540_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101540_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101540_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101540_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101581_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101581_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101581_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101581_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101599_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101599_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101599_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101599_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101625_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101625_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101625_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101625_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101641_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101641_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101641_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101641_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101857_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101857_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101857_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101857_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101860_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101860_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101860_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101860_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101885_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101885_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101885_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101885_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101937_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101937_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101937_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101937_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101940_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101940_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101940_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101940_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-101982_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-101982_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-101982_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-101982_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102010_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102010_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102010_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102010_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102041_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102041_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102041_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102041_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102093_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102093_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102093_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102093_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102157_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102157_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102157_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102157_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102183_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102183_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102183_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102183_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102224_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102224_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102224_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102224_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102308_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102308_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102308_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102308_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102321_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102321_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102321_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102321_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102367_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102367_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102367_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102367_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-102388_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-102388_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-102388_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-102388_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-104754_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-104754_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-104754_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-104754_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-104780_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-104780_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-104780_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-104780_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-104842_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-104842_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-104842_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-104842_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-104941_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-104941_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-104941_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-104941_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-104979_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-104979_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-104979_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-104979_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-104990_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-104990_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-104990_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-104990_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105035_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105035_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105035_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105035_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105051_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105051_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105051_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105051_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105171_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105171_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105171_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105171_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105177_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105177_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105177_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105177_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105234_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105234_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105234_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105234_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105246_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105246_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105246_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105246_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105257_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105257_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105257_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105257_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105288_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105288_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105288_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105288_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105318_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105318_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105318_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105318_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105476_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105476_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105476_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105476_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105567_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105567_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105567_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105567_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105579_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105579_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105579_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105579_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105586_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105586_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105586_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105586_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105592_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105592_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105592_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105592_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105597_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105597_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105597_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105597_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105602_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105602_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105602_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105602_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105681_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105681_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105681_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105681_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105704_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105704_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105704_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105704_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105817_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105817_JAY_ANNOTATION.png,1,5
regenerated_new/5/H/case-105817_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105839_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105839_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105839_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105839_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105862_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105862_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105862_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105862_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-105915_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-105915_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-105915_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-105915_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106012_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106012_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106012_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106012_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106016_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106016_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106016_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106016_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106081_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106081_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106081_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106081_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106101_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106101_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106101_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106101_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106127_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106127_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106127_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106127_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106139_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106139_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106139_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106139_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106141_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106141_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106141_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106141_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106157_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106157_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106157_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106157_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106172_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106172_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106172_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106172_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106301_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106301_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106301_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106301_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106371_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106371_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106371_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106371_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106374_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106374_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106374_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106374_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106456_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106456_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106456_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106456_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106464_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106464_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106464_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106464_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106541_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106541_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106541_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106541_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106569_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106569_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106569_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106569_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106811_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106811_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106811_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106811_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106835_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106835_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106835_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106835_JAY_ANNOTATION.png,5,1
